"","Zuzanna","Lena","Maja","Hanna","Zofia","Amelia","Alicja","Aleksandra","Natalia","Wiktoria","Emilia","Antonina","Laura","Anna","Nadia","Pola","Liliana","datProb1"
"3271",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"3272",0,54,63,54,88,123,0,0,0,78,4,42,26,6,0,0,0,2
"3273",0,72,7,39,86,74,1,0,0,75,18,64,14,6,0,0,0,2
"3274",0,69,84,98,100,181,0,0,0,91,0,33,37,8,0,0,1,2
"3275",0,62,113,64,60,171,1,0,0,100,29,60,5,4,0,0,0,2
"3276",0,66,32,44,92,130,1,0,0,70,4,23,13,6,0,0,0,2
"3277",0,72,0,27,33,30,0,0,0,33,2,33,3,6,0,0,0,2
"3278",0,63,35,71,83,141,4,0,0,90,21,43,35,2,0,0,0,2
"3279",0,65,24,84,94,293,3,0,0,58,2,26,32,6,0,0,0,1
"3280",0,67,33,66,87,233,1,0,0,83,10,67,15,5,0,0,0,1
"3281",0,61,78,103,79,425,0,0,0,100,37,58,20,3,0,0,0,1
"3282",0,81,34,75,100,183,0,0,0,40,0,44,45,8,0,0,1,2
"3283",0,77,20,93,93,366,0,0,0,56,30,37,30,6,0,0,0,1
"3284",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"3285",0,77,0,71,90,277,2,0,0,33,0,40,10,6,0,0,1,1
"3286",0,61,90,83,80,170,0,0,0,94,58,37,35,5,0,0,0,2
"3287",0,73,41,116,92,211,6,0,0,64,48,13,24,6,0,0,0,1
"3288",0,86,0,60,100,143,1,0,0,0,0,7,16,8,0,0,1,2
"3289",0,58,37,36,100,66,1,0,0,100,0,64,16,8,0,0,1,2
"3290",0,70,56,88,100,293,0,0,0,89,0,43,21,8,0,0,1,1
"3291",0,86,9,77,100,186,0,0,0,21,0,20,25,8,0,0,1,2
"3292",0,81,52,105,100,287,2,0,0,70,0,40,25,8,0,0,1,1
"3293",0,64,52,85,78,187,0,0,0,64,4,17,18,6,0,0,0,2
"3294",0,58,37,61,97,128,2,0,0,82,5,45,29,6,0,0,0,2
"3295",0,61,98,47,100,233,1,0,0,100,0,48,20,8,0,0,1,1
"3296",0,93,1,138,100,310,0,0,0,13,0,20,10,8,0,0,1,1
"3297",0,62,50,114,88,352,1,0,0,44,0,24,33,6,0,0,0,1
"3298",0,66,0,49,60,74,0,0,0,60,9,40,10,5,0,0,0,2
"3299",0,89,0,103,100,143,0,0,0,14,0,11,13,8,0,0,1,2
"3300",0,57,70,121,87,311,0,0,0,94,11,26,31,6,0,0,0,1
"3301",0,78,35,74,100,0,0,0,0,88,0,37,44,8,1,0,1,2
"3302",0,56,35,112,78,239,3,0,0,83,4,63,32,5,0,0,0,1
"3303",0,70,28,55,89,0,2,0,0,71,11,37,0,5,1,0,0,2
"3304",0,64,49,84,100,246,4,0,0,63,0,27,45,8,0,0,1,1
"3305",0,87,9,124,100,405,0,0,0,63,0,20,25,8,0,0,1,1
"3306",0,67,18,78,88,247,2,0,0,44,0,36,50,6,0,0,0,1
"3307",0,67,79,76,97,251,3,0,0,92,0,59,34,6,0,0,1,1
"3308",0,73,4,111,100,413,4,0,0,25,0,30,43,8,0,0,1,1
"3309",0,81,11,68,100,151,3,0,0,31,0,17,53,8,0,0,1,2
"3310",0,68,73,96,97,310,4,0,0,71,68,26,34,2,0,0,0,1
"3311",0,75,38,101,100,429,1,0,0,78,0,30,46,8,0,0,1,1
"3312",0,65,46,68,89,130,1,0,0,85,29,43,29,4,0,0,0,2
"3313",0,87,7,126,100,309,0,0,0,100,0,53,17,8,0,0,1,1
"3314",0,63,9,67,71,194,1,0,0,25,16,33,21,2,0,0,0,2
"3315",0,65,18,28,100,44,2,0,0,100,0,86,15,8,0,0,1,2
"3316",0,84,0,64,100,106,1,0,0,0,0,26,23,8,0,0,1,2
"3317",0,74,41,95,94,225,1,0,0,92,19,56,32,6,0,0,0,1
"3318",0,60,4,155,94,429,0,0,0,71,2,25,16,2,0,0,0,1
"3319",0,63,36,73,88,165,1,0,0,85,5,56,25,6,0,0,0,2
"3320",0,63,83,20,80,32,2,0,0,60,17,20,5,6,0,0,0,2
"3321",0,78,76,115,93,234,0,0,0,63,0,33,15,6,0,0,1,1
"3322",0,56,75,41,100,146,1,0,0,90,0,24,41,8,0,0,1,2
"3323",0,57,89,144,83,226,0,0,0,94,0,38,7,6,0,0,0,1
"3324",0,36,85,35,50,110,1,0,0,100,0,75,12,3,0,0,0,2
"3325",0,63,0,66,76,114,2,0,0,50,10,47,17,2,0,0,0,2
"3326",0,54,90,67,55,111,4,0,0,83,3,0,11,2,0,0,0,2
"3327",0,81,7,45,100,79,0,0,0,56,0,44,16,8,0,0,1,2
"3328",0,73,57,109,97,373,1,0,0,63,30,34,32,6,0,0,0,1
"3329",0,81,28,54,100,119,3,0,0,67,0,36,25,8,0,0,1,2
"3330",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"3331",0,75,16,56,95,98,0,0,0,33,69,20,20,6,0,0,0,2
"3332",0,64,83,49,90,98,1,0,0,63,45,30,10,6,0,0,0,2
"3333",0,85,6,95,96,276,0,0,0,32,27,21,28,6,0,0,0,1
"3334",0,61,42,38,100,270,1,0,0,59,0,9,22,8,0,0,1,1
"3335",0,67,53,43,100,0,0,0,0,71,0,27,22,8,1,0,1,2
"3336",0,88,7,66,100,161,0,0,0,33,0,25,12,8,0,0,1,2
"3337",0,65,42,84,97,483,4,0,0,65,41,21,38,6,0,0,0,1
"3338",0,75,2,71,78,141,0,0,0,50,25,33,9,3,0,0,0,2
"3339",0,56,81,25,91,68,2,0,0,71,31,27,22,6,0,0,0,2
"3340",0,58,19,66,61,149,0,0,0,67,5,29,25,2,0,0,0,2
"3341",0,58,24,84,55,150,0,0,0,50,45,10,20,4,0,0,0,2
"3342",0,74,20,75,100,195,0,0,0,67,0,29,34,8,0,0,1,2
"3343",0,66,28,35,88,111,4,0,0,80,26,75,16,2,0,0,0,2
"3344",0,79,32,71,100,130,2,0,0,75,0,55,32,8,0,0,1,2
"3345",0,86,16,85,100,228,0,0,0,44,0,41,32,8,0,0,1,1
"3346",0,56,70,57,90,172,0,0,0,80,5,29,21,6,0,0,0,2
"3347",0,72,5,63,96,132,2,0,0,58,29,25,24,5,0,0,0,2
"3348",0,61,62,137,71,391,0,0,0,78,8,35,17,6,0,0,0,1
"3349",0,79,30,106,100,457,0,0,0,100,0,7,14,8,0,0,1,1
"3350",0,63,1,76,74,211,7,0,0,14,9,5,19,2,0,0,0,1
"3351",0,84,3,77,100,179,0,0,0,43,0,17,18,8,0,0,1,2
"3352",0,69,0,84,86,156,6,0,1,100,36,73,22,3,0,0,0,2
"3353",0,76,24,86,89,261,0,0,0,40,6,37,19,6,0,0,0,1
"3354",0,86,1,95,97,216,0,0,0,55,73,28,29,6,0,0,0,1
"3355",0,59,20,55,75,128,0,0,0,71,4,25,12,2,0,0,0,2
"3356",0,84,3,104,100,249,3,0,0,45,0,30,38,8,0,0,1,1
"3357",0,74,52,92,100,0,2,0,0,75,0,32,28,8,1,0,1,2
"3358",0,65,29,93,87,261,0,0,0,67,27,47,17,6,0,0,0,1
"3359",0,82,6,91,92,192,1,0,0,33,36,39,6,3,0,0,0,2
"3360",0,87,16,89,100,251,0,0,0,50,0,50,36,8,0,0,1,1
"3361",0,71,28,114,100,311,2,0,0,59,0,23,40,8,0,0,1,1
"3362",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"3363",0,62,73,64,78,206,4,0,0,100,34,67,18,6,0,0,0,1
"3364",0,61,63,94,94,329,0,0,0,100,5,47,17,2,0,0,0,1
"3365",0,75,14,124,75,257,0,0,0,100,19,75,4,6,0,0,0,1
"3366",0,73,40,76,100,259,1,0,0,78,0,24,30,8,0,0,1,1
"3367",0,58,2,48,73,118,1,0,0,80,15,77,28,5,0,0,0,2
"3368",0,66,0,13,100,0,0,0,1,100,0,100,0,8,1,0,1,2
"3369",0,71,10,75,95,157,3,0,0,50,9,50,44,5,0,0,0,2
"3370",0,84,21,79,100,199,0,0,0,44,0,21,28,8,0,0,1,2
"3371",0,82,15,87,100,221,0,0,0,69,0,32,25,8,0,0,1,1
"3372",0,56,87,71,90,223,2,0,0,100,0,43,22,6,0,0,0,1
"3373",0,60,0,53,67,110,6,0,1,0,7,67,4,5,0,1,0,2
"3374",0,68,52,17,90,214,0,0,0,71,0,20,10,6,0,0,1,2
"3375",0,72,55,67,100,164,1,0,0,67,0,19,42,8,0,0,1,2
"3376",0,67,81,75,92,263,0,0,0,100,28,69,13,6,0,0,0,1
"3377",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"3378",0,60,0,53,50,67,2,0,1,100,14,50,6,2,0,0,0,2
"3379",0,82,2,58,96,115,1,0,0,71,50,52,25,5,0,0,0,2
"3380",0,72,26,146,97,400,1,0,0,38,45,21,39,5,0,0,0,1
"3381",0,79,37,66,100,140,0,0,0,80,0,23,13,8,0,0,1,2
"3382",0,71,87,97,100,291,1,0,0,100,0,52,21,8,0,0,1,1
"3383",0,56,76,68,84,216,2,0,0,50,3,32,26,4,0,0,0,1
"3384",0,77,5,20,100,56,0,0,0,67,0,36,11,8,0,0,1,2
"3385",0,79,13,50,90,206,1,0,0,63,14,29,21,6,0,0,0,2
"3386",0,68,56,83,95,385,0,0,0,80,12,36,22,3,0,0,0,1
"3387",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"3388",0,72,11,128,78,195,1,0,0,83,66,50,18,6,0,0,0,1
"3389",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"3390",0,59,46,30,73,52,1,0,0,56,7,45,11,5,0,0,0,2
"3391",0,72,17,76,97,176,0,0,0,41,10,37,35,6,0,0,0,2
"3392",0,84,16,132,100,317,0,0,0,57,0,22,27,8,0,0,1,1
"3393",0,75,17,66,100,125,0,0,0,67,0,15,24,8,0,0,1,2
"3394",0,71,95,96,100,236,2,0,0,80,0,52,25,8,0,0,1,1
"3395",0,79,22,108,93,305,2,0,0,70,39,31,29,6,0,0,0,1
"3396",0,72,14,11,100,11,2,0,0,100,0,0,1,8,0,0,1,2
"3397",0,84,47,136,100,433,0,0,0,50,0,33,24,8,0,0,1,1
"3398",0,63,73,39,100,92,0,0,0,83,0,29,24,8,0,0,1,2
"3399",0,64,46,85,50,113,2,0,0,60,1,38,8,6,0,0,0,2
"3400",0,66,1,113,73,458,1,0,0,100,4,36,11,4,0,0,0,1
"3401",0,74,14,75,100,202,7,0,0,41,0,32,26,8,0,0,1,2
"3402",0,68,107,77,88,131,0,0,0,100,61,82,17,2,0,0,0,2
"3403",0,66,17,119,57,220,0,0,0,75,1,0,7,6,0,0,0,1
"3404",0,58,51,95,90,192,2,0,0,38,3,10,21,6,0,0,0,2
"3405",0,80,44,53,100,181,0,0,0,83,0,62,13,8,0,0,1,2
"3406",0,90,3,123,100,240,0,0,0,50,0,19,21,8,0,0,1,1
"3407",0,58,27,62,70,164,5,0,0,82,8,52,24,5,0,0,0,2
"3408",0,77,25,63,100,220,1,0,0,50,0,53,40,8,0,0,1,1
"3409",0,82,32,100,100,195,0,0,0,54,0,35,40,8,0,0,1,2
"3410",0,80,13,50,95,88,0,0,0,70,39,48,22,6,0,0,0,2
"3411",0,85,6,84,100,140,0,0,0,57,0,29,14,8,0,0,1,2
"3412",0,80,19,77,100,226,1,0,0,40,0,16,31,8,0,0,1,1
"3413",0,57,62,95,82,78,0,0,0,100,11,18,5,6,0,0,0,2
"3414",0,56,78,101,76,255,2,0,0,75,1,45,29,6,0,0,0,1
"3415",0,59,104,66,50,95,1,0,0,100,13,50,4,4,0,0,0,2
"3416",0,73,30,73,84,161,8,0,0,35,31,20,44,4,0,0,0,2
"3417",0,82,16,89,96,368,0,0,0,38,43,54,26,6,0,0,0,1
"3418",0,88,9,86,100,309,1,0,0,40,0,10,10,8,0,0,1,1
"3419",0,63,15,35,83,70,7,0,0,100,66,67,7,2,0,0,0,2
"3420",0,70,50,51,100,147,0,0,0,67,0,59,17,8,0,0,1,2
"3421",0,76,4,124,88,374,0,0,0,57,21,24,23,6,0,0,0,1
"3422",0,65,90,34,100,54,0,0,0,86,0,33,9,8,0,0,1,2
"3423",0,79,16,119,100,334,3,0,0,37,0,32,45,8,0,0,1,1
"3424",0,86,27,167,100,304,0,0,0,67,0,22,9,8,0,0,1,1
"3425",0,72,7,39,100,84,4,0,0,50,0,37,10,8,0,0,1,2
"3426",0,90,5,92,100,197,2,0,0,100,0,46,13,8,0,0,1,2
"3427",0,74,11,81,96,197,2,0,0,80,67,46,24,6,0,0,0,2
"3428",0,88,2,72,100,168,0,0,0,22,0,13,28,8,0,0,1,2
"3429",0,77,41,76,100,146,0,0,0,75,0,33,30,8,0,0,1,2
"3430",0,78,6,58,100,162,1,0,0,32,0,18,53,8,0,0,1,2
"3431",0,84,14,98,100,350,0,0,0,85,0,25,20,8,0,0,1,1
"3432",0,62,61,104,92,240,0,0,0,69,3,33,24,6,0,0,0,1
"3433",0,65,73,16,100,37,0,0,0,100,0,33,9,8,0,0,1,2
"3434",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"3435",0,55,33,46,77,139,0,0,0,67,2,31,26,2,0,0,0,2
"3436",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"3437",0,73,24,133,95,342,3,0,0,43,57,20,44,6,0,0,0,1
"3438",0,75,0,48,90,89,0,0,0,50,27,50,10,6,0,0,0,2
"3439",0,74,15,32,100,100,2,0,0,43,0,30,27,8,0,0,1,2
"3440",0,76,22,53,100,121,0,0,0,67,0,48,25,8,0,0,1,2
"3441",0,73,36,80,100,354,0,0,0,61,0,8,25,8,0,0,1,1
"3442",0,80,32,52,100,138,2,0,0,75,0,25,12,8,0,0,1,2
"3443",0,69,85,167,100,193,0,0,0,71,0,6,8,8,0,0,1,1
"3444",0,86,14,95,100,498,0,0,0,63,0,44,16,8,0,0,1,1
"3445",0,80,34,120,100,256,2,0,0,45,0,6,17,8,0,0,1,1
"3446",0,83,13,108,100,414,2,0,0,88,0,45,31,8,0,0,1,1
"3447",0,77,18,145,92,438,3,0,0,60,61,8,13,4,0,0,0,1
"3448",0,79,65,92,100,161,0,0,0,83,0,40,20,8,0,0,1,2
"3449",0,79,5,117,97,390,1,0,0,36,3,23,31,6,0,0,0,1
"3450",0,85,0,157,80,358,0,0,0,0,55,0,5,5,0,0,0,1
"3451",0,65,20,19,88,63,0,0,0,83,36,25,13,6,0,0,0,2
"3452",0,80,21,75,100,174,0,0,0,60,0,35,23,8,0,0,1,2
"3453",0,62,39,71,86,165,6,0,0,60,20,41,29,6,0,0,0,2
"3454",0,59,74,80,91,207,1,0,0,89,4,37,35,2,0,0,0,1
"3455",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"3456",0,89,13,71,100,165,0,0,0,50,0,43,21,8,0,0,1,2
"3457",0,67,24,45,100,101,4,0,0,43,0,38,25,8,0,0,1,2
"3458",0,80,35,83,100,186,0,0,0,50,0,23,30,8,0,0,1,2
"3459",0,90,2,96,100,244,3,0,0,20,0,42,31,8,0,0,1,1
"3460",0,59,73,13,100,25,3,0,0,50,0,22,9,8,0,0,1,2
"3461",0,83,11,94,96,361,0,0,0,42,63,27,26,6,0,0,0,1
"3462",0,73,81,70,95,107,4,0,0,83,0,86,21,6,0,0,1,2
"3463",0,89,9,87,100,218,0,0,0,20,0,35,10,8,0,0,1,1
"3464",0,71,12,70,100,161,5,0,0,50,0,33,12,8,0,0,1,2
"3465",0,76,68,120,100,346,0,0,0,88,0,37,27,8,0,0,1,1
"3466",0,63,27,80,83,149,16,0,0,83,8,33,12,5,0,0,0,2
"3467",0,66,14,125,54,214,2,0,0,67,11,23,13,2,0,0,0,1
"3468",0,83,1,92,100,282,1,0,0,44,0,11,38,8,0,0,1,1
"3469",0,70,62,74,100,207,1,0,0,67,0,13,23,8,0,0,1,1
"3470",0,60,30,57,95,168,6,0,0,47,0,23,22,6,0,0,0,2
"3471",0,78,10,64,100,130,5,0,0,43,0,18,22,8,0,0,1,2
"3472",0,86,3,101,97,404,0,0,0,38,16,24,29,6,0,0,0,1
"3473",0,59,91,111,75,255,0,0,0,100,3,50,12,5,0,0,0,1
"3474",0,88,0,102,100,0,1,0,0,60,0,38,8,8,1,0,1,2
"3475",0,60,18,120,81,352,7,0,0,85,1,24,21,6,0,0,0,1
"3476",0,68,89,45,100,144,2,0,0,83,0,50,10,8,0,0,1,2
"3477",0,86,2,79,100,220,0,0,0,21,0,0,19,8,0,0,1,1
"3478",0,84,36,79,100,220,0,0,0,80,0,50,24,8,0,0,1,1
"3479",0,83,16,114,100,308,1,0,0,75,0,50,29,8,0,0,1,1
"3480",0,64,69,150,93,363,0,0,0,83,6,36,14,6,0,0,0,1
"3481",0,82,1,131,87,220,1,0,0,50,12,20,15,6,0,0,0,1
"3482",0,82,25,84,94,222,1,0,0,67,40,47,17,5,0,0,0,1
"3483",0,80,0,110,90,483,6,0,0,44,25,31,29,6,0,0,0,1
"3484",0,68,47,38,95,72,1,0,0,73,20,36,22,6,0,0,0,2
"3485",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"3486",0,72,1,86,80,169,0,0,0,40,12,33,17,5,0,0,0,2
"3487",0,70,81,31,100,82,1,0,0,100,0,25,4,8,0,0,1,2
"3488",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"3489",0,90,1,105,100,286,0,0,0,20,0,0,18,8,0,0,1,1
"3490",0,65,86,116,84,273,1,0,0,78,21,47,19,6,0,0,0,1
"3491",0,80,65,186,100,338,0,0,0,50,0,0,7,8,0,0,1,1
"3492",0,66,94,26,100,46,3,0,0,83,0,70,10,8,0,0,1,2
"3493",0,91,5,125,100,340,0,0,0,29,0,17,18,8,0,0,1,1
"3494",0,56,49,38,93,89,0,0,0,94,4,26,27,5,0,0,0,2
"3495",0,84,2,58,100,204,1,0,0,46,0,38,26,8,0,0,1,2
"3496",0,68,86,99,100,178,2,0,0,80,0,56,25,8,0,0,1,2
"3497",0,84,10,87,100,170,2,0,0,67,0,50,10,8,0,0,1,2
"3498",0,72,62,184,97,243,0,0,0,71,46,30,30,6,0,0,0,1
"3499",0,66,19,107,82,284,1,0,0,63,3,53,17,4,0,0,0,1
"3500",0,87,6,87,100,206,3,0,0,13,0,30,23,8,0,0,1,1
"3501",0,66,62,50,89,160,4,0,0,100,24,44,18,3,0,0,0,2
"3502",0,55,23,76,71,259,0,0,0,80,1,21,25,5,0,0,0,1
"3503",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"3504",0,63,53,99,94,376,2,0,0,100,5,22,18,6,0,0,0,1
"3505",0,65,81,24,100,37,4,0,0,88,0,27,11,8,0,0,1,2
"3506",0,69,0,125,73,208,5,0,1,100,24,73,11,5,0,0,0,1
"3507",0,80,21,49,100,94,2,0,0,45,0,14,28,8,0,0,1,2
"3508",0,80,34,146,100,335,0,0,0,65,0,18,28,8,0,0,1,1
"3509",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"3510",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"3511",0,74,0,79,63,351,0,0,0,75,11,63,8,6,0,0,0,1
"3512",0,64,65,49,100,132,4,0,0,86,0,57,39,8,0,0,1,2
"3513",0,82,2,64,95,130,0,0,0,50,8,9,22,6,0,0,0,2
"3514",0,58,76,56,94,142,2,0,0,63,3,50,32,6,0,0,0,2
"3515",0,86,3,73,100,193,1,0,0,50,0,32,25,8,0,0,1,2
"3516",0,71,51,95,86,216,0,0,0,72,13,29,28,5,0,0,0,1
"3517",0,85,6,96,100,263,3,0,0,54,0,33,30,8,0,0,1,1
"3518",0,61,56,23,100,46,4,0,0,88,0,40,10,8,0,0,1,2
"3519",0,63,100,29,100,59,2,0,0,100,0,53,17,8,0,0,1,2
"3520",0,63,19,59,78,151,1,0,0,38,9,15,46,2,0,0,0,2
"3521",0,55,0,71,40,168,2,0,0,0,5,20,5,4,0,0,0,2
"3522",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"3523",0,65,14,92,50,205,0,0,0,57,4,20,10,5,0,0,0,1
"3524",0,83,7,76,100,221,1,0,0,29,0,21,35,8,0,0,1,1
"3525",0,72,53,180,87,403,1,0,0,83,56,17,23,6,0,0,0,1
"3526",0,67,60,108,92,314,1,0,0,75,8,17,12,5,0,0,0,1
"3527",0,69,66,76,82,184,0,0,0,57,49,27,11,2,0,0,0,2
"3528",0,57,12,119,91,258,2,0,0,38,1,18,19,2,0,0,0,1
"3529",0,62,0,44,60,186,1,0,0,50,21,60,9,5,0,0,0,2
"3530",0,84,1,126,100,374,2,0,0,36,0,31,32,8,0,0,1,1
"3531",0,65,9,59,69,130,1,0,0,60,46,38,13,5,0,0,0,2
"3532",0,70,15,26,100,55,1,0,0,33,0,32,19,8,0,0,1,2
"3533",0,64,85,48,92,131,1,0,0,86,6,23,13,6,0,0,0,2
"3534",0,72,36,47,100,166,7,0,0,83,0,68,19,8,0,0,1,2
"3535",0,71,36,69,93,194,2,0,0,67,6,27,31,6,0,0,0,2
"3536",0,60,56,40,87,168,1,0,0,81,7,47,10,5,0,0,0,2
"3537",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"3538",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"3539",0,56,84,64,88,133,2,0,0,92,3,12,17,6,0,0,0,2
"3540",0,87,9,73,100,174,1,0,0,67,0,40,5,8,0,0,1,2
"3541",0,63,68,44,94,95,0,0,0,100,1,47,17,6,0,0,0,2
"3542",0,57,44,73,97,147,4,0,0,56,1,48,31,2,0,0,0,2
"3543",0,89,16,187,100,388,0,0,0,45,0,13,16,8,0,0,1,1
"3544",0,63,58,72,92,96,4,0,0,82,10,25,24,6,0,0,0,2
"3545",0,61,18,36,63,60,0,0,0,80,13,63,8,2,0,0,0,2
"3546",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"3547",0,80,34,65,100,178,0,0,0,86,0,42,38,8,0,0,1,2
"3548",0,68,0,93,91,265,0,0,0,85,6,62,34,6,0,0,0,1
"3549",0,64,107,62,95,180,6,0,0,75,25,29,21,6,0,0,0,2
"3550",0,73,97,75,93,158,1,0,0,100,80,57,14,3,0,0,0,2
"3551",0,90,0,159,100,470,0,0,0,50,0,62,37,8,0,0,1,1
"3552",0,68,2,76,63,171,1,0,0,40,2,25,16,6,0,0,0,2
"3553",0,61,79,103,73,395,0,0,0,100,2,18,11,6,0,0,0,1
"3554",0,62,89,30,86,49,2,0,0,80,14,29,7,6,0,0,0,2
"3555",0,82,6,77,100,184,1,0,0,88,0,31,29,8,0,0,1,2
"3556",0,68,49,63,89,206,1,0,0,88,21,26,19,6,0,0,0,1
"3557",0,92,0,161,100,421,0,0,0,50,0,42,19,8,0,0,1,1
"3558",0,58,63,60,67,221,2,0,0,86,3,22,42,6,0,0,0,1
"3559",0,57,41,66,71,138,0,0,0,71,23,36,14,3,0,0,0,2
"3560",0,58,10,35,95,0,0,0,0,75,2,52,0,6,1,0,0,2
"3561",0,84,32,84,100,285,0,0,0,25,0,14,14,8,0,0,1,1
"3562",0,68,7,44,89,94,3,0,0,50,16,42,19,4,0,0,0,2
"3563",0,66,47,73,86,256,3,0,0,67,15,18,24,3,0,0,0,1
"3564",0,65,36,25,100,85,5,0,0,59,0,14,22,8,0,0,1,2
"3565",0,64,5,107,88,175,2,0,0,33,3,40,25,6,0,0,0,2
"3566",0,73,87,41,100,69,0,0,0,75,0,56,9,8,0,0,1,2
"3567",0,69,2,73,92,200,5,0,0,64,4,38,24,5,0,0,0,2
"3568",0,79,7,75,96,121,0,0,0,44,70,58,24,5,0,0,0,2
"3569",0,70,0,112,67,153,0,0,0,50,56,67,6,4,0,0,0,2
"3570",0,62,57,199,62,387,1,0,0,100,1,46,13,6,0,0,0,1
"3571",0,65,60,130,75,233,2,0,0,100,10,50,4,3,0,0,0,1
"3572",0,69,95,28,100,52,1,0,0,100,0,67,3,8,0,0,1,2
"3573",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"3574",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"3575",0,64,8,62,76,261,1,0,0,40,2,28,39,5,0,0,0,1
"3576",0,86,24,86,96,222,0,0,0,60,0,31,30,7,0,0,1,1
"3577",0,81,8,52,92,75,0,0,0,38,51,31,13,5,0,0,0,2
"3578",0,63,84,31,80,76,1,0,0,100,49,20,5,4,0,0,0,2
"3579",0,72,54,26,100,48,1,0,0,100,0,25,4,8,0,0,1,2
"3580",0,81,34,42,100,120,2,0,0,67,0,25,12,8,0,0,1,2
"3581",0,76,13,115,96,432,4,0,0,63,7,21,24,6,0,0,0,1
"3582",0,70,44,92,100,283,0,0,0,75,0,0,10,8,0,0,1,1
"3583",0,75,18,114,93,198,1,0,0,77,42,46,28,5,0,0,0,1
"3584",0,75,36,43,100,360,0,0,0,55,0,32,37,8,0,0,1,1
"3585",0,64,15,18,88,33,4,0,0,75,12,50,6,3,0,0,0,2
"3586",0,64,90,32,100,180,2,0,0,100,0,50,4,8,0,0,1,2
"3587",0,86,10,84,100,221,0,0,0,20,0,22,18,8,0,0,1,1
"3588",0,87,9,113,100,269,1,0,0,33,0,27,57,8,0,0,1,1
"3589",0,76,48,72,97,163,0,0,0,100,25,53,30,6,0,0,0,2
"3590",0,64,38,43,61,182,0,0,0,55,13,33,19,6,0,0,0,2
"3591",0,77,65,90,100,175,2,0,0,83,0,22,9,8,0,0,1,2
"3592",0,83,4,57,93,154,0,0,0,45,0,43,14,6,0,0,1,2
"3593",0,72,19,31,86,134,3,0,0,20,9,0,7,6,0,0,0,2
"3594",0,75,0,101,95,387,19,0,0,75,21,49,37,6,0,0,0,1
"3595",0,76,59,67,100,194,1,0,0,90,0,23,13,8,0,0,1,2
"3596",0,74,12,59,82,0,3,0,0,40,30,29,28,6,1,0,0,2
"3597",0,86,7,77,100,166,5,0,0,33,0,40,10,8,0,0,1,2
"3598",0,57,64,74,90,164,4,0,0,92,7,57,35,6,0,0,0,2
"3599",0,70,83,64,100,196,0,0,0,100,0,37,35,8,0,0,1,2
"3600",0,81,4,78,92,159,1,0,0,50,18,38,24,6,0,0,0,2
"3601",0,72,16,66,96,157,1,0,0,39,22,17,53,6,0,0,0,2
"3602",0,60,0,20,100,37,2,0,1,100,0,100,4,8,0,0,1,2
"3603",0,73,65,102,100,179,0,0,0,40,0,15,34,8,0,0,1,2
"3604",0,71,73,62,86,183,2,0,0,100,73,29,7,3,0,0,0,2
"3605",0,83,5,72,100,43,2,0,0,40,0,17,5,8,0,0,1,2
"3606",0,78,45,116,100,263,14,0,0,40,0,19,16,8,0,0,1,1
"3607",0,72,0,20,100,33,1,0,0,67,0,75,4,8,0,0,1,2
"3608",0,89,1,73,100,112,0,0,0,50,0,40,15,8,0,0,1,2
"3609",0,82,29,142,100,336,1,0,0,57,0,13,15,8,0,0,1,1
"3610",0,83,4,179,100,384,1,0,0,38,0,19,26,8,0,0,1,1
"3611",1,20,0,0,20,0,0,1,1,0,0,0,0,0,1,1,1,2
"3612",0,68,3,75,92,146,0,0,0,58,12,41,50,6,0,0,0,2
"3613",0,65,56,96,91,256,1,0,0,67,26,30,46,6,0,0,0,1
"3614",0,70,9,62,86,159,1,0,0,57,1,48,29,6,0,0,0,2
"3615",0,64,8,69,78,280,1,0,0,60,12,78,19,2,0,0,0,1
"3616",0,69,55,168,79,404,0,0,0,67,7,29,15,3,0,0,0,1
"3617",0,73,42,49,95,94,2,0,0,56,57,36,22,6,0,0,0,2
